Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo de la tarjeta de crédito;Nombre corto de la tarjeta de crédito;Comisión máxima por administración y mantenimiento de la cuenta;Comisión máxima por servicio de renovación;Tasa efectiva anual máxima de interés compensatorio por financiación de saldos;Tasa efectiva anual máxima de interés por adelanto en efectivo;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Segmento;Territorio de validez;Más información
71202;EMPRESUR S.A.;2025-03-10;TARJETAQIDA;QIDA;612,26;1891,23;156,34;156,34;20000;4;74;Nacional;Provincia del Chubut;
71202;EMPRESUR S.A.;2025-03-10;TARJETAQIDA;QIDA;612,26;1891,23;156,34;156,34;20000;4;74;Nacional;Provincia de Santa Cruz;
71202;EMPRESUR S.A.;2025-03-10;TARJETAQIDA;QIDA;612,26;1891,23;156,34;156,34;20000;4;74;Nacional;Provincia del Neuquén;
71302;CUMAR S.A.;2026-04-01;TARJETA MAXI ULTRA;ULTRA;7260,00;,00;161,73;,00;0;0;70;Nacional;Provincia de Mendoza;
71402;CENTRO CARD S.A.;2026-04-06;TARJETA DE CREDITO;TARJETA DE CREDITO;6171,00;9401,70;131,71;,00;500000;6;74;Nacional;Provincia de Catamarca;TERRITORIO DE VALIDEZ DE LA OFERTA: APLICABLE TAMBIEN EN PROVINCIA LA RIOJA
71605;AVALON CREDITOS PERSONALES S.A.;2026-03-17;TARJETA HUILEN;HUILEN;2295,00;4522,50;129,16;,00;750000;4;74;Nacional;Provincia de Río Negro;
71801;DATA 2000 S.A.;2026-04-06;DATA 2000 SA;TARJETA DATA;14187,18;35283,25;133,66;133,66;4000;3;71;Nacional;Provincia de San Juan;
71803;VISION S.A.;2026-03-03;TARJETA FIEL;TARJETA FIEL;11147,73;31922,22;159,37;159,37;4500;6;80;Nacional;Provincia de San Juan;
72101;ASOC MUT AYUDA ASOC ADHER CLUB ATL UNION;2025-10-02;MAS UNION PARA VOS;MAS UNION;800,00;,00;163,68;163,68;322200;24;65;Internacional;Provincia de Santa Fe;IMPORTES EXENTOS DE IVA
72102;ASOCIACION MUTUAL DEL CLUB A. ARGENTINO;2026-04-07;TARJETA MUTUAL;TARJETA MUTUAL;11000,00;16500,00;101,22;101,22;0;0;100;Nacional;Provincia de Santa Fe;
72103;CLUB ATLETICO SAN JORGE MUTUAL Y SOCIAL;2026-04-06;COMPRAS CREDICLUB;COMPRAS CREDICLUB;5000,00;,00;133,00;133,00;5000;6;65;Internacional;Todo el territorio nacional;COMPRAS HASTA EN TRES CUOTAS SIN RECARGO PARA EL USUARIO
72104;MUTUAL SOCIOS ASOC MEDIC ROSARIO;2026-02-02;CABAL EFECTIVO;CABAL EFECTIVO;12000,00;,00;117,02;116,94;4000;1;80;Internacional;Todo el territorio nacional;COMISION POR SERVICIO DE RENOVACION: BONIFICADA
72106;ASOCIACION MUTUAL VENADO TUERTO;2026-04-14;MUTUALCARD;MUTUALCARD;4500,00;,00;130,58;130,58;1000;12;100;Nacional;Provincia de Santa Fe;
72112;ASOC MUTUAL SOC CTRO EC CAÑADA DE GOMEZ;2025-12-22;TARJETA DEL CENTRO;TARJETA DEL CENTRO;50,00;,00;111,01;111,01;0;0;100;Nacional;Provincia de Santa Fe;                                                                                                                                                                                                                                                                                                                                                                                                                                                     
72113;MUTUAL ENTRE ASOC COOPER MUTUAL PATRONAL;2026-04-08;TARJETAPRIMICIA;PRIMICIA;4400,00;,00;133,66;133,66;350000;12;60;Internacional;Todo el territorio nacional;
72115;San Cristóbal Caja Mutual entre Asociados de San Cristobal SMSG;2020-01-08;;;;;;;;;;;;
72117;ASOC MUT CONSEJ ARROYOS COOP EMP MULTIPL;2026-04-15;ASOCIACION MUTUAL CONSEJEROS DE LOS ARROYOS COOP EMP MULT;MUTUAL DE LOS ARROYOS;6500,00;,00;133,66;87,90;500;0;80;Nacional;Todo el territorio nacional;
72120;CREDIFE S.A.;2025-04-03;CRE CARD;CRE CARD;968,00;4356,00;127,29;127,29;10000;12;65;Nacional;Provincia de Santa Fe;
72120;CREDIFE S.A.;2025-04-03;CRE CARD;CRE CARD;968,00;4356,00;127,29;127,29;10000;12;65;Nacional;Provincia de Entre Ríos;
72122;MUTUAL DE RESIDENTES DEL BARRIO TAIS;2019-08-27;EXPRES CARD PLUS;EXPRES CARD PLUS;50,00;,00;48,00;48,00;5000;12;100;Nacional;Provincia de Santa Fe;TARJETA LOCAL CON ACEPTACION EN LA PROVINCIA DE SANTA FE
72123;SOCIEDAD ARG DE SOCORROS MUTUO CORONDA;2026-03-31;TARJETA MUTUA;TARJETA;4000,00;,00;84,29;84,29;2000000;12;73;Premium gold;Provincia de Santa Fe;
72128;ASOCIACION MUTUAL CLUB COLON DE SAN JUSTO;2026-04-13;TARJETA MUTUAL MAS;TARJETA;3000,00;,00;,00;,00;;;8000;Premium gold;Provincia de Santa Fe;
72129;ASOCIACION MUTUAL CLUB ATLETICO PILAR;2025-12-26;MIA CABAL;MIA CABAL;3000,00;,00;101,07;101,07;0;0;100;Nacional;Todo el territorio nacional;
72129;ASOCIACION MUTUAL CLUB ATLETICO PILAR;2025-12-26;MIA;MIA;3000,00;,00;101,07;101,07;0;0;100;Nacional;Provincia de Santa Fe;
72131;Asociación Mutual del Personal Jerárquico de Bancos Oficiales Nacionales;2026-04-10;0DTARJETA JERARQUICOS;TARJETA JERARQUICOS;,00;300,00;,00;,00;76000;0;100;Nacional;Todo el territorio nacional;0A
72132;Asociación Mutual de Ayuda entre Asociados y Adherentes del Club Deportivo Libertad;2026-03-20;TARJETA DE CREDITO LIBER ORO;LIBER;2500,00;,00;124,87;112,90;0;0;100;Nacional;Provincia de Santa Fe;
72133;CREDIFIAR S.A.;2026-03-26;CREDIFIAR;TARJETA;8591,00;11616,00;106,36;106,36;0;0;75;Nacional;Provincia de Santa Fe;
72133;CREDIFIAR S.A.;2026-03-26;CREDIFIAR;TARJETA;8591,00;11616,00;106,36;106,36;0;0;75;Nacional;Provincia de Entre Ríos;
72134;Asociación Mutual de Ayuda entre Asociados y Adherentes del Club Atlético Libertad.;2023-04-25;LIBERT CARD;LIBERT CARD;150,00;,00;80,00;80,00;5000;12;100;Nacional;Provincia de Santa Fe;TARJETA LOCAL CON ACEPTACION EN LA PROVINCIA DE SANTA FE
72135;Asociación Mutual PYME RURAL;2026-04-15;TARJETA PYME RURAL;TARJETA;2000,00;2000,00;125,30;125,30;0;0;0;;Provincia de Santa Fe;TARJETA PYME RURAL
72136;Asociación Mutualista del Club Central San Carlos;2026-01-27;TARJETA CENTRAL;TARJETA CENTRAL;7100,00;,00;139,71;139,71;0;0;100;Nacional;Provincia de Santa Fe;TARJETA LOCAL CON ACEPTACION EN LA PROVINCIA DE SANTA FE
72303;CREDIMAS S.A.;2026-03-25;TARJETA CREDIMAS;CREDIMAS;5867,19;8477,66;132,79;132,79;200000;4;100;Nacional;Provincia de Santiago del Estero;
72303;CREDIMAS S.A.;2026-03-25;TARJETA CREDIMAS;CREDIMAS;5867,19;8477,66;132,79;132,79;200000;4;100;Nacional;Provincia de Tucumán;
72303;CREDIMAS S.A.;2026-03-25;TARJETA CREDIMAS;CREDIMAS;5867,19;8477,66;132,79;132,79;200000;4;100;Nacional;Provincia de Jujuy;
72303;CREDIMAS S.A.;2026-03-25;TARJETA CREDIMAS;CREDIMAS;5867,19;8477,66;132,79;132,79;200000;4;100;Nacional;Provincia de Salta;
72304;TARJETA TITANIO S.A.;2026-04-06;TARJETA TITANIO;TITANIO;7163,20;7622,40;161,60;161,60;100000;6;75;Nacional;Provincia de Tucumán;
72306;VALLE FERTIL S.A.;2026-04-01;TARJETA SUCREDITO;SUCREDITO;9073,79;11433,89;161,58;;1500;4;75;Nacional;Provincia de Salta;
72306;VALLE FERTIL S.A.;2026-04-01;TARJETA SUCREDITO;SUCREDITO;9073,79;11433,89;161,58;;1500;4;75;Nacional;Provincia de Jujuy;
72306;VALLE FERTIL S.A.;2026-04-01;TARJETA SUCREDITO;SUCREDITO;9073,79;11433,89;161,58;;1500;4;75;Nacional;Provincia de Santiago del Estero;
72306;VALLE FERTIL S.A.;2026-04-01;TARJETA SUCREDITO;SUCREDITO;9073,79;11433,89;161,58;;1500;4;75;Nacional;Provincia de Córdoba;
72306;VALLE FERTIL S.A.;2026-04-01;TARJETA SUCREDITO;SUCREDITO;9073,79;11433,89;161,58;;1500;4;75;Nacional;Provincia de Tucumán;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;CABAL;CABAL;4235,00;6050,00;129,46;129,46;20000;0;70;Nacional;Provincia de Salta;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;VISA INTERNACIONAL;VISA INT;6050,00;12100,00;129,46;129,46;20000;0;70;Internacional;Provincia de Buenos Aires;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;VISA GOLD;V. GOLD;6050,00;16940,00;129,46;129,46;40000;0;70;Premium gold;Provincia de Córdoba;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;CABAL;CABAL;4235,00;6050,00;129,46;129,46;20000;0;70;Nacional;Provincia de Córdoba;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;VISA GOLD;V. GOLD;6050,00;16940,00;129,46;129,46;40000;0;70;Premium gold;Provincia de Tucumán;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;VISA GOLD;V. GOLD;6050,00;16940,00;129,46;129,46;40000;0;70;Premium gold;Provincia de Buenos Aires;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;CABAL;CABAL;4235,00;6050,00;129,46;129,46;20000;0;70;Nacional;Provincia de Buenos Aires;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;VISA INTERNACIONAL;VISA INT;6050,00;12100,00;129,46;129,46;20000;0;70;Internacional;Provincia de Córdoba;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;VISA NACIONAL;VISA NAC;1331,00;217,80;129,46;129,46;0;0;0;Nacional;Provincia de Buenos Aires;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;VISA NACIONAL;VISA NAC;1331,00;217,80;129,46;129,46;0;0;0;Nacional;Provincia de Córdoba;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;CABAL;CABAL;4235,00;6050,00;129,46;129,46;20000;0;70;Nacional;Provincia de Tucumán;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;VISA INTERNACIONAL;VISA INT;6050,00;12100,00;129,46;129,46;20000;0;70;Internacional;Provincia de Tucumán;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;VISA NACIONAL;VISA NAC;1331,00;217,80;129,46;129,46;0;0;0;Nacional;Provincia de Tucumán;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;VISA GOLD;V. GOLD;6050,00;16940,00;129,46;129,46;40000;0;70;Premium gold;Provincia de Salta;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;VISA INTERNACIONAL;VISA INT;6050,00;12100,00;129,46;129,46;20000;0;70;Internacional;Provincia de Salta;
72307;CAJA POPULAR DE AHORROS PCIA DE TUCUMAN;2026-04-16;VISA NACIONAL;VISA NAC;1331,00;217,80;129,46;129,46;0;0;0;Nacional;Provincia de Salta;
72308;CASTILLO S.A.C.I.F.I.A.;2026-03-30;TARJETA CREDICASH;CREDICASH;6655,00;8228,00;133,42;;338000;4;75;Nacional;Provincia de Santiago del Estero;
72308;CASTILLO S.A.C.I.F.I.A.;2026-03-30;TARJETA CREDICASH;CREDICASH;6655,00;8228,00;133,42;;338000;4;75;Nacional;Provincia de Salta;
72308;CASTILLO S.A.C.I.F.I.A.;2026-03-30;TARJETA CREDICASH;CREDICASH;6655,00;8228,00;133,42;;338000;4;75;Nacional;Provincia de La Rioja;
72308;CASTILLO S.A.C.I.F.I.A.;2026-03-30;TARJETA CREDICASH;CREDICASH;6655,00;8228,00;133,42;;338000;4;75;Nacional;Provincia de Tucumán;
72308;CASTILLO S.A.C.I.F.I.A.;2026-03-30;TARJETA CREDICASH;CREDICASH;6655,00;8228,00;133,42;;338000;4;75;Nacional;Provincia de Catamarca;
72308;CASTILLO S.A.C.I.F.I.A.;2026-03-30;TARJETA CREDICASH;CREDICASH;6655,00;8228,00;133,42;;338000;4;75;Nacional;Provincia de Jujuy;
72501;TDF S.A.;2026-04-09;TDF S.A.;TDF;125244,68;125244,68;132,79;132,79;0;0;70;Nacional;Provincia del Chubut;
72501;TDF S.A.;2026-04-09;TDF S.A.;TDF;103508,00;103508,00;132,79;132,79;0;0;70;Nacional;Provincia de Tierra del Fuego Antártida e Islas del Atlántico Sur;
72501;TDF S.A.;2026-04-09;TDF S.A.;TDF;125244,68;125244,68;132,79;132,79;0;0;70;Nacional;Provincia de Santa Cruz;
72601;IPLYC-MP HOGAR CONSORCIO DE COOPERACION;2022-10-14;TARJETA NATURAL;TARJETA NATURAL;235,95;722,37;63,21;63,21;750;0;83;Nacional;Provincia de Misiones;
72603;CREDIMAZ S.R.L.;2023-05-23;NACIONAL CREDIMAZ;NACIONAL;108,90;363,00;106,49;106,49;16875;3;65;Nacional;Provincia de Misiones;
72603;CREDIMAZ S.R.L.;2023-05-23;NACIONAL CREDIMAZ;NACIONAL;108,90;363,00;149,61;149,61;16875;3;65;Nacional;Provincia de Misiones;
72603;CREDIMAZ S.R.L.;2023-05-23;NACIONAL CREDIMAZ;NACIONAL;108,90;363,00;96,34;96,34;20588;3;65;Nacional;Provincia de Misiones;
72614;MUTUAL DE DOCENTES DE NEUQUEN;2021-12-14;TARJETA MUDON;MUDON;,00;,00;38,24;,00;0;0;100;Nacional;Todo el territorio nacional;0
72618;ASOCIACION MUTUAL DE ASOCIADOS Y ADHERENTES DEL CENTRO JUVENIL SPORTIVO BELGRANO;2022-01-05;TARJETA AMIGA PLUS;AMIGA PLUS;60,00;,00;51,60;51,60;10000;6;100;Nacional;Provincia de Córdoba;0
72622;ASOCIACION MUTUAL SANTA AGUSTINA;2026-04-17;ASOCIACION MUTUAL SANTA AGUSTINA;PRACTICA;4950,00;17700,00;125,96;,00;8000;12;100;Nacional;Provincia de Buenos Aires;
72631;COOPERATIVA DE PROVISION DE BIENES Y SERVICIOS ALLEN LTDA;2025-01-20;TARJETA LIEN;LIEN;4132,23;,00;,00;,00;700000;6;100;Nacional;Provincia de Río Negro;ALLEN
72633;COOPERATIVA FARO LTDA;2025-01-15;TARJETA FARO;FARO;57600,00;,00;,00;,00;0;6;100;Nacional;Provincia de Río Negro;TARJETA REGIONAL
72634;MERCADOLIBRE S.R.L.;2026-04-07;TARJETA DE CREDITO MERCADO PAGO MASTERCARD;MERCADO PAGO MASTERCARD;,00;,00;133,66;,00;357800;0;100;Nacional;Todo el territorio nacional;
