Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
55294;CREDITECH SA;2026-04-15;BLACK H;BLACK H;Pesos;7000000;50000;24;15000;4;100;40,00;Todos los beneficiarios;10,00;322,08;Fija;483,30;163102,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-04-15;MOTO PREMIUM;MOTO PREMIUM;Pesos;10000000;100000;30;15000;4;100;40,00;Todos los beneficiarios;10,00;225,45;Fija;311,14;128791,00;Todo el territorio nacional;
55295;CREDITAM LIMITADA S.A.;2023-01-25;PRESTAMO PERSONAL;733;Pesos;200000;1000;24;33000;12;78;30,00;Personas humanas en relación de dependencia;,00;104,68;Fija;115,00;1387,25;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL B2C;B2C;Pesos;21500000;50000;48;800000;12;80;35,00;Personas humanas Responsables Inscriptos;8,00;912,57;Fija;1464,15;12680,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL TODO EN CUOTAS;CREDITO PERSONAL;Pesos;2200000;50000;18;400000;3;65;18,00;Personas humanas en relación de dependencia;8,00;624,14;Fija;956,54;11028,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL PRESENCIAL;PRESENCIAL;Pesos;5250000;50000;24;400000;3;80;25,00;Personas humanas en relación de dependencia;8,00;981,62;Fija;1589,31;13127,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL B2C;B2C;Pesos;21500000;50000;48;800000;12;80;35,00;Personas humanas Monotributistas;8,00;912,57;Fija;1464,15;12680,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL PRESENCIAL;PRESENCIAL;Pesos;5250000;50000;24;800000;12;80;25,00;Personas humanas Monotributistas;8,00;981,62;Fija;1589,31;13127,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL TODO EN CUOTAS;CREDITO PERSONAL;Pesos;2200000;50000;18;800000;12;65;18,00;Personas humanas Responsables Inscriptos;8,00;624,14;Fija;956,54;11028,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL PRESENCIAL;PRESENCIAL;Pesos;5250000;50000;24;900000;0;80;25,00;Beneficiarios de cuentas de la seguridad social;8,00;981,62;Fija;1589,31;13127,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL PRESENCIAL;PRESENCIAL;Pesos;5250000;50000;24;800000;12;80;25,00;Personas humanas Responsables Inscriptos;8,00;981,62;Fija;1589,31;13127,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL B2C;B2C;Pesos;21500000;50000;48;400000;3;80;35,00;Personas humanas en relación de dependencia;8,00;912,57;Fija;1464,15;12680,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL PRESENCIAL;PRESENCIAL;Pesos;5250000;50000;24;400000;3;80;25,00;Empleados públicos;8,00;981,62;Fija;1589,31;13127,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL TODO EN CUOTAS;CREDITO PERSONAL;Pesos;2200000;50000;18;400000;3;65;18,00;Empleados públicos;8,00;624,14;Fija;956,54;11028,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL TODO EN CUOTAS;CREDITO PERSONAL;Pesos;2200000;50000;18;800000;12;65;18,00;Personas humanas Monotributistas;8,00;624,14;Fija;956,54;11028,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL B2C;B2C;Pesos;21500000;50000;48;900000;0;80;35,00;Beneficiarios de cuentas de la seguridad social;8,00;912,57;Fija;1464,15;12680,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL TODO EN CUOTAS;CREDITO PERSONAL;Pesos;2200000;50000;18;900000;0;65;18,00;Beneficiarios de cuentas de la seguridad social;8,00;624,14;Fija;956,54;11028,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-04-10;CREDITO PERSONAL B2C;B2C;Pesos;21500000;50000;48;400000;3;80;35,00;Empleados públicos;8,00;912,57;Fija;1464,15;12680,00;Todo el territorio nacional;
55297;FINANCITY S.A.;2022-03-14;CREDITOS PERSONALES A SOLA FIRMA;CRED.PERS.;Pesos;200000;1;48;0;3;100;40,00;Todos los beneficiarios;12,10;152,16;Fija;165,91;1335,74;Provincia del Chubut;
55298;ESPACIO DIGITAL S.A;2026-03-17;CREDITO EFECTIVO;CREDITO EFECTIVO;Pesos;500000;5000;12;20000;0;100;99,99;Todos los beneficiarios;10,00;860,80;Fija;999,99;269398,00;Todo el territorio nacional;SIN CARGO CANCELACION SI ABONA UN TERCIO DE LAS CUOTAS
55298;ESPACIO DIGITAL S.A;2026-03-17;CREDITO EFECTIVO;CREDITO EFECTIVO;Pesos;5000000;5000;18;20000;0;100;99,99;Todos los beneficiarios;10,00;586,70;Fija;892,20;217707,00;Todo el territorio nacional;SIN CARGO CANCELACION SI ABONA UN TERCIO DE LAS CUOTAS
55300;Buenos Aires Creditos SA;2026-04-08;GARRAHAN POLICIA 08-2025 - 30;PRPER-80;Pesos;7500000;1000;48;150000;6;99;,45;Personas humanas en relación de dependencia;99,00;7,33;Fija;133,80;9026,00;Todo el territorio nacional;
55300;Buenos Aires Creditos SA;2026-04-08;GARRAHAN - 07-2024;PRPER-76;Pesos;7150000;10000;48;150000;6;99;,45;Personas humanas en relación de dependencia;99,00;7,33;Fija;7,33;9025,00;Todo el territorio nacional;
55301;CRESCENS S.A;2026-03-26;TASA GENERAL;GENERAL;Pesos;1000000;5000;36;0;6;65;20,00;Personas humanas en relación de dependencia;3,00;76,60;Variable;76,60;659,00;Todo el territorio nacional;VARIACION EN FUNCION DE TASA BADLAR BCRA
55301;CRESCENS S.A;2026-03-26;EMPLEADOS TASA BONIFICADA;EMPLEADOS;Pesos;1000000;5000;36;0;6;65;25,00;Personas humanas en relación de dependencia;3,00;76,60;Variable;76,60;659,00;Todo el territorio nacional;VARIACION EN FUNCION DE TASA BADLAR BCRA
55301;CRESCENS S.A;2026-03-26;EMPLEADOS TASA FIJA;EMPLEADOS;Pesos;1000000;5000;36;0;6;65;20,00;Personas humanas en relación de dependencia;3,00;67,32;Variable;67,32;674,00;Todo el territorio nacional;TASA FIJA SEGUN PROMEDIO BADLAR 
55303;FINANCE GROUP SRL;2021-11-30;;;;;;;;;;;;;;;;;;
55303;FINANCE GROUP SRL;2021-11-30;;;;;;;;;;;;;;;;;;
55303;FINANCE GROUP SRL;2021-11-30;PERSONALES TASA BONIFICADA;PERSONALES;Pesos;40000;500;9;0;6;65;25,00;Personas humanas en relación de dependencia;3,00;269,83;Variable;269,83;833,33;Todo el territorio nacional;
55304;TU ADELANTO SA;2023-09-15;PARALELOMUTUALCONGRESO3;CREDITO;Pesos;200000;5000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;668,53;Fija;861,53;2317,20;Provincia de Tucumán;
55304;TU ADELANTO SA;2023-09-15;SEGUNDOPRESTAMO9;CREDITO;Pesos;200000;5000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;668,53;Fija;861,53;2317,20;Provincia de Tucumán;
55304;TU ADELANTO SA;2023-09-15;PARALELOMUTUALCONGRESO7;CREDITO;Pesos;200000;5000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;668,53;Fija;861,53;2317,20;Provincia de Tucumán;
55304;TU ADELANTO SA;2023-09-15;RENO60;CREDITO;Pesos;60000;10000;6;0;0;100;30,00;Personas humanas en relación de dependencia;,00;999,99;Fija;999,99;4084,08;Todo el territorio nacional;
55304;TU ADELANTO SA;2023-09-15;MUTUALCONGRESO11;CREDITO;Pesos;200000;5000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;668,53;Fija;861,53;2317,20;Provincia de Tucumán;
55304;TU ADELANTO SA;2023-09-15;PARALELOMUTUALCONGRESO9;CREDITO;Pesos;200000;5000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;668,53;Fija;861,53;2317,20;Provincia de Tucumán;
55304;TU ADELANTO SA;2023-09-15;RENOPLATA;CREDITO;Pesos;30000;10000;4;0;0;100;30,00;Personas humanas en relación de dependencia;,00;999,99;Fija;999,99;5550,15;Todo el territorio nacional;
55304;TU ADELANTO SA;2023-09-15;MUTUALCONGRESO5;CREDITO;Pesos;200000;5000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;668,53;Fija;861,53;2317,20;Provincia de Tucumán;
55304;TU ADELANTO SA;2023-09-15;PARALELOMUTUALCONGRESO11;CREDITO;Pesos;200000;5000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;668,53;Fija;861,53;2317,20;Provincia de Tucumán;
55304;TU ADELANTO SA;2023-09-15;MUTUALCONGRESO3;CREDITO;Pesos;200000;5000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;668,53;Fija;861,53;2317,20;Provincia de Tucumán;
55304;TU ADELANTO SA;2023-09-15;MUTUALCONGRESO7;CREDITO;Pesos;200000;5000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;668,53;Fija;861,53;2317,20;Provincia de Tucumán;
55304;TU ADELANTO SA;2023-09-15;MUTUALCONGRESO9;CREDITO;Pesos;200000;5000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;668,53;Fija;861,53;2317,20;Provincia de Tucumán;
55304;TU ADELANTO SA;2023-09-15;PARALELOMUTUALCONGRESO5;CREDITO;Pesos;200000;5000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;668,53;Fija;861,53;2317,20;Provincia de Tucumán;
55304;TU ADELANTO SA;2023-09-15;SEGUNDOPRESTAMO11;CREDITO;Pesos;200000;5000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;668,53;Fija;861,53;2317,20;Provincia de Tucumán;
55304;TU ADELANTO SA;2023-09-15;MUTUALMENDOZAPRESTAMOCONSUMO;CREDITO;Pesos;100000;10000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;740,29;Fija;983,68;2420,58;Provincia de Mendoza;
55304;TU ADELANTO SA;2023-09-15;MUTUALMENDOZAPRESTAMOPERSONAL;CREDITO;Pesos;100000;10000;12;0;0;100;30,00;Personas humanas en relación de dependencia;,00;740,29;Fija;983,68;2420,58;Provincia de Mendoza;
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 2;PS2;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;331,44;Fija;474,07;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 3;PS3;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;373,89;Fija;541,33;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 7;PS7;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;579,30;Fija;879,73;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 1;PS1;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;160,36;Fija;215,35;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 5;PS5;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;469,21;Fija;695,92;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 4;PS4;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;419,55;Fija;614,80;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 6;PS6;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;522,12;Fija;783,62;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 8;PS8;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;641,00;Fija;984,91;,00;Todo el territorio nacional;SIN NOVEDAD
55307;RED DE PRESTAMOS SA;2024-11-15;PRESTAMOS MUNICIPALES CON CONVENIO DE DESCUENTOS DE HABERES;MUNICIPALES;Pesos;999000;1000;24;70000;6;64;20,00;Empleados públicos;,00;297,03;Fija;487,76;1807,16;Provincia de Buenos Aires;0
55307;RED DE PRESTAMOS SA;2024-11-15;PRESTAMOS PERSONALES DE CONSUMO DE PAGO VOLUNTARIO;CONSUMIDOR;Pesos;100000;1000;24;35000;6;64;30,00;Personas humanas en relación de dependencia;,00;891,83;Fija;999,99;2728,75;Provincia de Buenos Aires;0
55309;MUTUAL DEL PERSONAL DEL MINISTERIO DE EDUCACION Y JUSTICIA DE LA NACION;2026-03-04;PRESTAMOS PERSONALES;AYUDA ECONOMICA;Pesos;540000;10000;24;150000;12;65;20,00;Personas humanas en relación de dependencia;,00;204,00;Fija;204,00;1891,00;Provincia de Buenos Aires;PRESTAMOS PERSONALES A NUESTROS ASOCIADOS POR RECIBO DE HABERES
55309;MUTUAL DEL PERSONAL DEL MINISTERIO DE EDUCACION Y JUSTICIA DE LA NACION;2026-03-04;AYUDA POR CBU;AYUDA POR CBU;Pesos;280000;10000;18;150000;3;80;20,00;Personas humanas en relación de dependencia;,00;235,00;Fija;235,00;2218,00;Provincia de Buenos Aires;
55309;MUTUAL DEL PERSONAL DEL MINISTERIO DE EDUCACION Y JUSTICIA DE LA NACION;2026-03-04;AYUDA ECONOMICA SANTIAGO;AYUDA SANTIAGO;Pesos;530000;10000;24;150000;3;60;20,00;Personas humanas en relación de dependencia;,00;217,00;Fija;217,00;1942,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-03-06;ALIANZA MICROCREDITOS7;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;2,83;Fija;3,42;1373,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-03-06;ALIANZA MICROCREDITOS8;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;2,45;Fija;2,97;1285,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-03-06;ALIANZA MICROCREDITOS5;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;3,70;Fija;4,48;1554,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-03-06;ALIANZA MICROCREDITOS6;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;3,24;Fija;3,92;1463,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-03-06;ALIANZA MICROCREDITOS4;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;4,20;Fija;5,08;1647,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-03-06;ALIANZA MICROCREDITOS3;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;4,75;Fija;5,75;1740,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-03-06;ALIANZA MICROCREDITOS2;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;5,36;Fija;6,49;1835,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-03-06;ALIANZA MICROCREDITOS1;NO TIENE;Pesos;3000000;45000;27;0;2;86;,20;Todos los beneficiarios;,15;6,03;Fija;7,30;8629,00;Todo el territorio nacional;
55313;MICODEMO S.A.;2023-10-31;PRESTAMOS PERDOPRESTAMOS PERSONALES;PRESTAMO PERSONAL;Pesos;70000;5000;12;0;6;75;,00;Empleados públicos;23,90;999,99;Fija;378,04;3600,00;Todo el territorio nacional;EL VALOR CORRECTO DE LA TASA EFECTIVA ANUAL ES 2574,57
55314;REGGIO DI CALABRIA S.R.L.;2023-05-23;PRESTAMO PERSONAL PROVINCIA - PUBLICO GENERAL;PUBLICO GENERAL PROVINCIA;Pesos;60000;500;18;0;12;79;35,00;Empleados públicos;,00;390,91;Fija;390,91;1799,00;Provincia de Buenos Aires;0                                                      
55314;REGGIO DI CALABRIA S.R.L.;2023-05-23;PRESTAMO PERSONAL NACION - PUBLICO GENERAL;PUBLICO GENERAL NACION;Pesos;50000;555;24;0;12;79;40,00;Empleados públicos;,00;483,45;Fija;483,45;1682,45;Todo el territorio nacional;0                                                      
55315;FINANCRED SA;2026-03-23;PPE HABITUAL ESPECIAL;PPE HABITUAL ESPECIAL;Pesos;500000;1000;12;50000;12;100;35,00;Personas humanas en relación de dependencia;,00;720,00;Fija;999,99;2480,00;Todo el territorio nacional;
55315;FINANCRED SA;2026-03-23;PPE HABITUAL ESPECIAL;PPE HABITUAL ESPECIAL;Pesos;500000;1000;12;50000;12;100;35,00;Empleados públicos;,00;720,00;Fija;999,99;2480,00;Todo el territorio nacional;
55315;FINANCRED SA;2026-03-23;PPE HABITUAL ESPECIAL;PPE HABITUAL ESPECIAL;Pesos;500000;1000;12;50000;12;100;35,00;Personas humanas Monotributistas;,00;720,00;Fija;999,99;2480,00;Todo el territorio nacional;
55315;FINANCRED SA;2026-03-23;PPE HABITUAL ESPECIAL;PPE HABITUAL ESPECIAL;Pesos;500000;1000;12;50000;12;100;35,00;Personas humanas Responsables Inscriptos;,00;720,00;Fija;999,99;2480,00;Todo el territorio nacional;
55317;BARSATEX S.A.;2025-09-25;PRESTAMO PERSONAL SIN GARANTIA;ANTICIPO.COM.AR;Pesos;300000;30000;18;0;3;75;50,00;Todos los beneficiarios;10,00;12875,00;Fija;12875,00;1500000,00;Todo el territorio nacional;
55321;SOSER SA;2023-04-17;PRESTAMOS PERSONALES A SOLA FIRMA;PPSF;Pesos;500000;3000;12;0;6;65;80,00;Empleados públicos;30,00;583,76;Fija;887,74;2312,85;Todo el territorio nacional;
55323;SOLUCIONES INTEGRALES S.A.;2026-04-09;MICRO PRESTAMO PERSONAL;MICRO PRESTAMO PERSONAL;Pesos;125000;10000;6;0;6;100;,00;Personas humanas en relación de dependencia;,00;868,80;Fija;946,00;437500,00;Todo el territorio nacional;
55325;STONE BULL FINANCE S.A.;2021-05-27;CBU RENOVA RIESGO ALTO;CBU.RRA;Pesos;40000;10000;18;30000;12;79;25,00;Empleados públicos;15,00;508,47;Fija;508,47;1420,00;Todo el territorio nacional;CLIENTES CON 1 PRESTAMO YA CANCELADO -SITUACION VIGENTE BCRA HASTA 5
55325;STONE BULL FINANCE S.A.;2021-05-27;CBU PRIMARIOS RIESGO ALTO;CBU.PRA;Pesos;30000;10000;18;30000;12;79;25,00;Empleados públicos;15,00;575,45;Fija;575,45;1632,00;Todo el territorio nacional;NUEVOS CLIENTES -SITUACION VIGENTE BCRA HASTA 5
55325;STONE BULL FINANCE S.A.;2021-05-27;CBU PRIMARIOS RIESGO MEDIO;CBU.PRM;Pesos;40000;10000;18;40000;12;79;25,00;Personas humanas en relación de dependencia;15,00;447,63;Fija;447,63;1420,00;Todo el territorio nacional;NUEVOS CLIENTES -SITUACION VIGENTE BCRA HASTA 4
55325;STONE BULL FINANCE S.A.;2021-05-27;CBU RENOVA RIESGO ALTO;CBU.RRA;Pesos;40000;10000;18;30000;12;79;25,00;Personas humanas en relación de dependencia;15,00;508,47;Fija;508,47;1420,00;Todo el territorio nacional;CLIENTES CON 1 PRESTAMO YA CANCELADO -SITUACION VIGENTE BCRA HASTA 5
55325;STONE BULL FINANCE S.A.;2021-05-27;CBU RENOVA RIESGO MEDIO;CBU.RRM;Pesos;50000;10000;18;40000;12;79;25,00;Personas humanas en relación de dependencia;15,00;342,37;Fija;342,37;1259,00;Todo el territorio nacional;CLIENTES CON 1 PRESTAMO YA CANCELADO -SITUACION VIGENTE BCRA HASTA 4
55325;STONE BULL FINANCE S.A.;2021-05-27;CBU PRIMARIOS RIESGO MEDIO;CBU.PRM;Pesos;40000;10000;18;40000;12;79;25,00;Empleados públicos;15,00;447,63;Fija;447,63;1420,00;Todo el territorio nacional;NUEVOS CLIENTES -SITUACION VIGENTE BCRA HASTA 4
55325;STONE BULL FINANCE S.A.;2021-05-27;CBU RENOVA RIESGO BAJO;CBR.RRB;Pesos;60000;10000;18;40000;12;79;25,00;Empleados públicos;15,00;297,03;Fija;297,03;1219,00;Todo el territorio nacional;CLIENTES CON 1 PRESTAMO YA CANCELADO -SITUACION VIGENTE BCRA 1 Y 2
55325;STONE BULL FINANCE S.A.;2021-05-27;CBU RENOVA RIESGO BAJO;CBR.RRB;Pesos;60000;10000;18;40000;12;79;25,00;Personas humanas en relación de dependencia;15,00;297,03;Fija;297,03;1219,00;Todo el territorio nacional;CLIENTES CON 1 PRESTAMO YA CANCELADO -SITUACION VIGENTE BCRA 1 Y 2
55325;STONE BULL FINANCE S.A.;2021-05-27;CBU PRIMARIOS RIESGO ALTO;CBU.PRA;Pesos;30000;10000;18;30000;12;79;25,00;Personas humanas en relación de dependencia;15,00;575,45;Fija;575,45;1632,00;Todo el territorio nacional;NUEVOS CLIENTES -SITUACION VIGENTE BCRA HASTA 5
55325;STONE BULL FINANCE S.A.;2021-05-27;CBU PRIMARIOS RIESGO BAJO;CBU.PRB;Pesos;50000;10000;18;40000;12;79;25,00;Personas humanas en relación de dependencia;15,00;342,37;Fija;342,37;1339,00;Todo el territorio nacional;NUEVOS CLIENTES -SITUACION VIGENTE BCRA 1 Y 2
55325;STONE BULL FINANCE S.A.;2021-05-27;CBU RENOVA RIESGO MEDIO;CBU.RRM;Pesos;50000;10000;18;40000;12;79;25,00;Empleados públicos;15,00;342,37;Fija;342,37;1259,00;Todo el territorio nacional;CLIENTES CON 1 PRESTAMO YA CANCELADO -SITUACION VIGENTE BCRA HASTA 4
55325;STONE BULL FINANCE S.A.;2021-05-27;CBU PRIMARIOS RIESGO BAJO;CBU.PRB;Pesos;50000;10000;18;40000;12;79;25,00;Empleados públicos;15,00;342,37;Fija;342,37;1339,00;Todo el territorio nacional;NUEVOS CLIENTES -SITUACION VIGENTE BCRA 1 Y 2
55325;STONE BULL FINANCE S.A.;2021-05-27;CODIGO MENDOZA PRIMARIOS;CDOMZAP;Pesos;200000;10000;24;30000;12;79;40,00;Empleados públicos;15,00;199,17;Fija;199,17;1210,00;Provincia de Mendoza;NUEVOS CLIENTES -LINEA EXCLUSIVA PARA EMPLEADOS PUBLICOS DE LA PROVINCIA DE MENDOZA -SITUACION VIGENTE BCRA 1 Y 2
55328;LOGINCREDIT S.A.;2025-09-24;PRESTAMOS EMPLEADOS CUOTAS FIJAS;PRESTAMOS EMPLEADOS;Pesos;300000;15000;9;25000;1;75;27,00;Personas humanas en relación de dependencia;25,00;144,90;Fija;193,20;2049,00;Ciudad Autónoma de Buenos Aires;CARGO MAXIMO POR CANCELACION ANTICIPADA 25 PORCIENTO CAPITAL ADEUDADO
55330;CREDILOW S.A.;2023-05-31;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Provincia de Córdoba;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Ciudad Autónoma de Buenos Aires;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20,00;Todos los beneficiarios;,00;881,20;Fija;881,20;2334,00;Provincia de Córdoba;
55330;CREDILOW S.A.;2023-05-31;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20,00;Todos los beneficiarios;,00;881,20;Fija;881,20;2334,00;Provincia de La Pampa;
55330;CREDILOW S.A.;2023-05-31;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20,00;Todos los beneficiarios;,00;881,20;Fija;881,20;2334,00;Provincia del Chaco;
55330;CREDILOW S.A.;2023-05-31;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Provincia de Santa Fe;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Provincia del Chaco;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia de Mendoza;
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia del Chaco;
55330;CREDILOW S.A.;2023-05-31;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20,00;Todos los beneficiarios;,00;881,20;Fija;881,20;2334,00;Provincia de Santa Fe;
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia de Córdoba;
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Ciudad Autónoma de Buenos Aires;
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia de Santa Fe;
55330;CREDILOW S.A.;2023-05-31;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Provincia de La Pampa;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia de San Juan;
55330;CREDILOW S.A.;2023-05-31;JUBILADOSCLIENTENUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia de Buenos Aires;
